No	Xt-EHR resource	Xt-EHR field	Xt-EHR cardinality	Xt-EHR description	ExtEHR type	Xt-EHR binding	Xt-EHR source	R5 Mapped Resource	R5 Mapped Field	R5 Relation				R5 Comments	R5 Needs work	R5 Producer Obligation	R5 Consumer Obligation	R5 Composition section	R4 Mapped Resource	R4 Mapped Field	R4 EQ				R4 Modeling	R4 Needs work	R4 Producer Obligation	R4 Consumer Obligation	R4 Composition section	
150	EHDSCondition	problem	1..1	Code identifying the condition, problem or diagnosis	CodeableConcept	ICD-10, SNOMED CT, ICD-O, Orphacode if rare disease is diagnosed (preferred)	Code identifying the condition, problem or diagnosis	EuCondition	code	EQ								Impression			EQ								Impression	
151	EHDSCondition	onsetDate	0..1	Onset date of a problem/condition	dateTime		Onset date of a problem/condition	EuCondition	onset[x]	EQ											EQ									R
152	EHDSCondition	endDate	0..1	The date or estimated date that the condition resolved or went into remission	dateTime		The date or estimated date that the condition resolved or went into remission	EuCondition	abatement[x]	EQ											EQ									R
153	EHDSCondition	category	0..*	Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations).	CodeableConcept		Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations).	EuCondition	category	EQ											EQ									R
154	EHDSCondition	resolutionCircumstances	0..1	This field includes free text if the resolution circumstances are not already included in other fields such as surgical procedure, medical device, etc., e.g. hepatic cystectomy (this will be the resolution circumstances for the problem "hepatic cyst" and will be included in surgical procedures).	string		Describes the reason for which the status of the problem changed from current to inactive (e.g. surgical procedure, medical treatment, etc.).	EuCondition	evidence.concept	EQ	When condition is inactive, the evidence for this should be listed here.				X						EQ	When condition is inactive, the evidence for this should be listed here.				X				R
155	EHDSCondition	severity	0..1	A subjective assessment of the severity of the condition as evaluated by the clinician.	CodeableConcept	HL7 Condition/Diagnosis Severity	SNOMED CT (preferred)	EuCondition	severity	EQ								Impression			EQ								Impression	R
156	EHDSCondition	bodySite	0..*	The anatomical location including laterality where this condition manifests itself.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSBodyStructure		The anatomical location including laterality where this condition manifests itself.																							
157	EHDSCondition	stage	0..*	Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.	CodeableConcept	e.g. TNM, ICD-O-3, Bi-Rads, Li-Rads, … (preferred)	Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.	EuCondition	stage	EQ											EQ									R
158	EHDSCondition	diagnosisAssertionStatus	0..1	Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition.	CodeableConcept	HL7 Condition Verification Status (preferred)	Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition.	EuCondition	verificationStatus	EQ											EQ									R
159	EHDSCondition	specialistContact	0..*	Health Professional who may be specifically related to the problem, as a preferred contact.	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Health Professional who may be specifically related to the problem, as a preferred contact.	EuCondition	participant.extension[specialist-contact]	EQ					Besides extension, the modeling could be a new value in the value set for .function						EQ					Besides extension, the modeling could be a new value in the value set for .function				
160	EHDSCondition	externalResource	0..*	External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines.	uri		External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines.	EuCondition	evidence	EQ											EQ									
161	EHDSCurrentPregnancy		0..*	Current pregnancy status			Current pregnancy status model																							
162	EHDSCurrentPregnancy	header	1..1	Basic metadata for this information	Base		Basic metadata for this information																							
163	EHDSCurrentPregnancy	header.subject	1..1	Patient/subject information	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSPatient		Patient/subject information																							
164	EHDSCurrentPregnancy	header.identifier	0..*	Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).	Identifier		Business identifier for the object, unique within its system. Supporting disambiguation between different contexts (systems/countries).																							
165	EHDSCurrentPregnancy	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional		Author of this observation																							
166	EHDSCurrentPregnancy	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation		Author of this observation																							
167	EHDSCurrentPregnancy	header.author[x]	0..*	Author of this observation	http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice		Author of this observation																							
168	EHDSCurrentPregnancy	header.date	0..1	Date and optionally time of authoring/issuing	dateTime		Date and optionally time of authoring/issuing																							
169	EHDSCurrentPregnancy	header.status	1..1	Status of this observation	CodeableConcept		Status of this observation																							
170	EHDSCurrentPregnancy	header.source	0..1	Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.	CodeableConcept		Source of information (e.g. patient, patient's proxy). Used in case the patient has authored the information or the author has submitted patient-stated information.																							
171	EHDSCurrentPregnancy	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language in which the resource is written. Language is expressed by the IETF language tag.																							
172	EHDSCurrentPregnancy	currentPregnancyStatus	1..1	Pregnancy status of the patient, e.g. pregnant, not pregnant, possible pregnancy	CodeableConcept	SNOMED CT (preferred)	Pregnancy status of the patient, e.g. pregnant, not pregnant, possible pregnancy																							
173	EHDSCurrentPregnancy	dateOfStatus	0..1	Effective date of the current pregnancy status.	dateTime		Effective date of the current pregnancy status.																							
174	EHDSCurrentPregnancy	expectedDateOfDelivery	0..1	Date in which the woman is due to give birth. Year, day and month are required.	date		Date in which the woman is due to give birth. Year, day and month are required.																							
175	EHDSCurrentPregnancy	gestationalAge	0..1	Gestational age - duration of the pregnancy on the day on which the patient was asked or at the delivery. The duration can be given in weeks and/or days.	Quantity		Duration of the pregnancy at this day																							
176	EHDSCurrentPregnancy	note	0..1	Free text notes by the health professional regarding the current pregnancy.	string		Free text notes by the health professional regarding the current pregnancy.																							
177	EHDSDataSet		0..*	Common elements (including header) for all documents and their independently functioning parts, e.g FHIR resources.			DataSet model																							
